1,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Am+Kirchle+18+86476&travelmode=driving&dir_action=navigate&waypoints=%7CAm+Kirchle+3+86476%7CAm+Kirchle+5+86476%7CAm+Kirchle+2+86476%7CAm+Kirchle+6+86476%7CAm+Kirchle+12+86476%7CAm+Kirchle+10+86476%7CAm+Kirchle+8+86476%7CAm+Kirchle+14+86476%7CAm+Kirchle+5+86476%7CAm+Kirchle+7+86476%7CAm+Kirchle+9+86476%7CAm+Kirchle+24+86476%7CAm+Kirchle+22+86476%7CAm+Kirchle+20+86476
2,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Haupstr+29+86476&travelmode=driving&dir_action=navigate&waypoints=%7CAm+Kirchle+16+86476%7CAm+Kirchle+1+86476%7CHaupstr+15+86476%7CHaupstr+22+86476%7CHaupstr+17+86476%7CHaupstr+21+86476%7CHaupstr+26+86476%7CHaupstr+23+86476%7CHaupstr+27+86476%7CHaupstr+28+86476%7CHaupstr+30+86476%7CHaupstr+32+86476
3,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Kirchenstr+4+86476&travelmode=driving&dir_action=navigate&waypoints=%7CKirchenstr+2+86476%7CKirchenstr+1+86476%7CKirchenstr+3+86476%7CKirchenstr+5+86476%7CKirchenstr+6+86476%7CSt-Martin-Platz+1+86476%7CPfarrer-Baumeister-Weg+1+86476
4,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Gartnerweg+2+86476&travelmode=driving&dir_action=navigate&waypoints=%7CHaupstr+34+86476%7CHaupstr+36+86476%7CHaupstr+31+86476%7CHaupstr+38+86476%7CHaupstr+40+86476%7CHaupstr+42+86476%7CGartnerweg+1+86476%7CGartnerweg+3+86476
5,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Am+Feldtor+4+86476&travelmode=driving&dir_action=navigate&waypoints=%7CHaupstr+37+86476%7CHaupstr+44+86476%7CHaupstr+39+86476%7CHaupstr+46+86476%7CHaupstr+48+86476%7CHaupstr+52+86476%7CHaupstr+51+86476%7CAm+Feldtor+2+86476
6,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=An+der+Kohlstatt+15+86476&travelmode=driving&dir_action=navigate&waypoints=%7CAn+der+Kohlstatt+17+86476%7CAn+der+Kohlstatt+2+86476%7CAn+der+Kohlstatt+1+86476%7CAn+der+Kohlstatt+3+86476%7CAn+der+Kohlstatt+5+86476%7CAn+der+Kohlstatt+7+86476%7CAn+der+Kohlstatt+9+86476%7CAn+der+Kohlstatt+11+86476
7,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Hinter+den+Gärten+14+86476&travelmode=driving&dir_action=navigate&waypoints=%7CHinter+den+Gärten+1+86476%7CHinter+den+Gärten+2+86476%7CHinter+den+Gärten+4+86476%7CHinter+den+Gärten+3+86476%7CHinter+den+Gärten+6+86476%7CHinter+den+Gärten+5+86476%7CHinter+den+Gärten+8+86476%7CHinter+den+Gärten+7+86476%7CHinter+den+Gärten+10+86476%7CHinter+den+Gärten+9+86476%7CHinter+den+Gärten+12+86476%7CHinter+den+Gärten+11+86476%7CHinter+den+Gärten+13+86476%7CHinter+den+Gärten+16+86476
8,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Haupstr+47+86476&travelmode=driving&dir_action=navigate&waypoints=%7CHaupstr+56+86476%7CHaupstr+43+86476%7CHaupstr+45+86476
9,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Naichen+3+86476&travelmode=driving&dir_action=navigate&waypoints=%7CNaichen+2+86476%7CNaichen+1+86476
10,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Zum+Hammerschmiede+2+86476&travelmode=driving&dir_action=navigate&waypoints=Zum+Hammerschmiede+3+86476
11,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Naichen+23+86476&travelmode=driving&dir_action=navigate&waypoints=%7CNaichen+11+86476%7CNaichen+13+86476%7CNaichen+13A+86476%7CNaichen+10+86476%7CNaichen+10A+86476%7CNaichen+12+86476%7CNaichen+14+86476%7CNaichen+16+86476%7CNaichen+17+86476%7CNaichen+18+86476%7CNaichen+20+86476%7CNaichen+22+86476%7CNaichen+21+86476
12,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Naichen+29A+86476&travelmode=driving&dir_action=navigate&waypoints=%7CNaichen+27+86476%7CNaichen+29+86476%7CNaichen+31+86476
13,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Mühlweg+22+86476&travelmode=driving&dir_action=navigate&waypoints=%7CMühlweg+2+86476%7CMühlweg+4+86476%7CMühlweg+1+86476%7CMühlweg+6+86476%7CMühlweg+3+86476%7CMühlweg+5+86476%7CMühlweg+7+86476%7CMühlweg+9+86476%7CMühlweg+12+86476%7CMühlweg+11+86476%7CMühlweg+16+86476%7CMühlweg+18+86476%7CMühlweg+15+86476%7CMühlweg+15A+86476%7CMühlweg+17+86476%7CMühlweg+20+86476
14,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Riedstr+22+86476&travelmode=driving&dir_action=navigate&waypoints=Riedstr+22+86476
15,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Riedstr+8+86476&travelmode=driving&dir_action=navigate&waypoints=%7CRiedstr+13+86476%7CRiedstr+20+86476%7CRiedstr+18+86476%7CRiedstr+9+86476%7CRiedstr+16+86476%7CRiedstr+7+86476%7CRiedstr+14A+86476%7CRiedstr+5+86476%7CRiedstr+14+86476%7CRiedstr+12+86476%7CRiedstr+3+86476
16,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Schulgasse+4+86476&travelmode=driving&dir_action=navigate&waypoints=%7CSchulgasse+2+86476%7CRiedstr+6+86476%7CRiedstr+1+86476%7CRiedstr+4+86476%7CRiedstr+2+86476%7CWebergasse+2+86476%7CKirchenstr+8+86476
17,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Haupstr+35+86476&travelmode=driving&dir_action=navigate&waypoints=Haupstr+35+86476
18,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Edelstetter+Str+15+86476&travelmode=driving&dir_action=navigate&waypoints=%7CEdelstetter+Str+3+86476%7CEdelstetter+Str+5+86476%7CEdelstetter+Str+11+86476%7CEdelstetter+Str+2+86476%7CEdelstetter+Str+4+86476%7CEdelstetter+Str+6+86476%7CEdelstetter+Str+10+86476%7CEdelstetter+Str+12+86476%7CEdelstetter+Str+13+86476
19,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Edelstetter+Str+31+86476&travelmode=driving&dir_action=navigate&waypoints=%7CEdelstetter+Str+17+86476%7CEdelstetter+Str+19+86476%7CEdelstetter+Str+19A+86476%7CEdelstetter+Str+14+86476%7CEdelstetter+Str+21+86476%7CEdelstetter+Str+16+86476%7CEdelstetter+Str+23+86476%7CEdelstetter+Str+25+86476%7CEdelstetter+Str+27+86476%7CEdelstetter+Str+29+86476%7CEdelstetter+Str+18+86476%7CEdelstetter+Str+20+86476%7CEdelstetter+Str+22+86476%7CEdelstetter+Str+33+86476
20,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Zum+Burgberg+12+86476&travelmode=driving&dir_action=navigate&waypoints=%7CZum+Burgberg+4A+86476%7CZum+Burgberg+4+86476%7CZum+Burgberg+2+86476%7CZum+Burgberg+6+86476%7CZum+Burgberg+1+86476%7CZum+Burgberg+8+86476%7CZum+Burgberg+3+86476%7CZum+Burgberg+5+86476%7CZum+Burgberg+10+86476%7CZum+Burgberg+7+86476
21,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Sonnenstr+7+86476&travelmode=driving&dir_action=navigate&waypoints=%7CSonnenstr+22+86476%7CSonnenstr+11+86476%7CSonnenstr+20+86476%7CSonnenstr+18+86476%7CSonnenstr+14+86476%7CSonnenstr+5+86476
22,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Zum+Burgberg+22+86476&travelmode=driving&dir_action=navigate&waypoints=%7CZum+Burgberg+9+86476%7CZum+Burgberg+16+86476%7CZum+Burgberg+11+86476%7CZum+Burgberg+18+86476%7CZum+Burgberg+20+86476%7CZum+Burgberg+13+86476%7CZum+Burgberg+26+86476%7CZum+Burgberg+24+86476
23,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Sonnenstr+3+86476&travelmode=driving&dir_action=navigate&waypoints=%7CWaldstr+16+86476%7CWaldstr+14+86476%7CWaldstr+12+86476%7CWaldstr+10+86476%7CWaldstr+8+86476%7CWaldstr+6+86476%7CSonnenstr+1+86476%7CSonnenstr+2+86476
24,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Ziegeleistr+2+86476&travelmode=driving&dir_action=navigate&waypoints=%7CWaldstr+4+86476%7CWaldstr+2+86476%7CZiegeleistr+15+86476%7CZiegeleistr+14+86476%7CZiegeleistr+10+86476%7CZiegeleistr+9+86476%7CZiegeleistr+8+86476%7CZiegeleistr+7+86476%7CZiegeleistr+6+86476%7CZiegeleistr+4+86476%7CZiegeleistr+5+86476%7CZiegeleistr+3+86476
25,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Edelstetter+Str+37+86476&travelmode=driving&dir_action=navigate&waypoints=Edelstetter+Str+37+86476
26,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Simpert-Kraemer-Str+18+86476&travelmode=driving&dir_action=navigate&waypoints=%7CSimpert-Kraemer-Str+1+86476%7CSimpert-Kraemer-Str+4+86476%7CSimpert-Kraemer-Str+2+86476%7CSimpert-Kraemer-Str+3+86476%7CSimpert-Kraemer-Str+3A+86476%7CSimpert-Kraemer-Str+5+86476%7CSimpert-Kraemer-Str+5A+86476%7CSimpert-Kraemer-Str+6+86476%7CSimpert-Kraemer-Str+7+86476%7CSimpert-Kraemer-Str+9+86476%7CSimpert-Kraemer-Str+8+86476%7CSimpert-Kraemer-Str+11+86476%7CSimpert-Kraemer-Str+13+86476%7CSimpert-Kraemer-Str+10+86476%7CSimpert-Kraemer-Str+12+86476%7CSimpert-Kraemer-Str+14+86476
27,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Simpert-Kraemer-Str+22+86476&travelmode=driving&dir_action=navigate&waypoints=%7CKirchplatz+8+86476%7CKirchplatz+3+86476%7CKirchplatz+1+86476%7CSimpert-Kraemer-Str+15+86476%7CSimpert-Kraemer-Str+20+86476%7CSimpert-Kraemer-Str+17+86476
28,https://www.google.com/maps/dir/?api=1&origin=Current+Location&destination=Hagenrieder+Weg+5+86476&travelmode=driving&dir_action=navigate&waypoints=%7CWesternachstr+4+86476%7CWesternachstr+6+86476%7CWesternachstr+8+86476%7CWesternachstr+2+86476%7CHagenrieder+Weg+1+86476%7CHagenrieder+Weg+1A+86476%7CHagenrieder+Weg+3+86476%7CHagenrieder+Weg+3A+86476
